Category: All categories,,,,,,,,,,,,,
,,,,,,,,,,,,,
Time,evergreen hospital: (Seattle-Tacoma WA),emergency room: (Seattle-Tacoma WA),emergency: (Seattle-Tacoma WA),,Time,northwest medical center: (Seattle-Tacoma WA),overlake hospital: (Seattle-Tacoma WA),UW hospital: (Seattle-Tacoma WA),,Time,swedish hospital: (Seattle-Tacoma WA),harborview medical center: (Seattle-Tacoma WA),Virginia Mason hospital: (Seattle-Tacoma WA)
2018-05-04T19:48:00-07:00,2,2,29,,2018-05-04T19:48:00-07:00,0,20,0,,2018-05-04T19:48:00-07:00,28,9,0
2018-05-04T19:56:00-07:00,5,10,30,,2018-05-04T19:56:00-07:00,0,10,9,,2018-05-04T19:56:00-07:00,35,0,0
2018-05-04T20:04:00-07:00,5,2,30,,2018-05-04T20:04:00-07:00,0,10,0,,2018-05-04T20:04:00-07:00,18,9,0
2018-05-04T20:12:00-07:00,2,2,35,,2018-05-04T20:12:00-07:00,10,10,10,,2018-05-04T20:12:00-07:00,9,9,18
2018-05-04T20:20:00-07:00,7,2,21,,2018-05-04T20:20:00-07:00,0,0,0,,2018-05-04T20:20:00-07:00,36,0,0
2018-05-04T20:28:00-07:00,0,0,21,,2018-05-04T20:28:00-07:00,0,0,9,,2018-05-04T20:28:00-07:00,9,0,0
2018-05-04T20:36:00-07:00,2,2,21,,2018-05-04T20:36:00-07:00,0,0,0,,2018-05-04T20:36:00-07:00,9,0,9
2018-05-04T20:44:00-07:00,2,0,17,,2018-05-04T20:44:00-07:00,0,10,0,,2018-05-04T20:44:00-07:00,0,0,0
2018-05-04T20:52:00-07:00,2,2,19,,2018-05-04T20:52:00-07:00,0,10,10,,2018-05-04T20:52:00-07:00,27,18,0
2018-05-04T21:00:00-07:00,0,2,28,,2018-05-04T21:00:00-07:00,0,10,29,,2018-05-04T21:00:00-07:00,9,0,0
2018-05-04T21:08:00-07:00,0,0,14,,2018-05-04T21:08:00-07:00,0,19,9,,2018-05-04T21:08:00-07:00,9,9,0
2018-05-04T21:16:00-07:00,0,2,33,,2018-05-04T21:16:00-07:00,0,10,0,,2018-05-04T21:16:00-07:00,45,9,0
2018-05-04T21:24:00-07:00,0,0,22,,2018-05-04T21:24:00-07:00,0,0,0,,2018-05-04T21:24:00-07:00,27,18,0
2018-05-04T21:32:00-07:00,0,5,34,,2018-05-04T21:32:00-07:00,0,0,0,,2018-05-04T21:32:00-07:00,37,9,0
2018-05-04T21:40:00-07:00,0,3,20,,2018-05-04T21:40:00-07:00,0,10,0,,2018-05-04T21:40:00-07:00,28,0,0
2018-05-04T21:48:00-07:00,5,3,22,,2018-05-04T21:48:00-07:00,10,10,0,,2018-05-04T21:48:00-07:00,38,9,0
2018-05-04T21:56:00-07:00,3,8,23,,2018-05-04T21:56:00-07:00,0,31,0,,2018-05-04T21:56:00-07:00,0,10,0
2018-05-04T22:04:00-07:00,5,3,26,,2018-05-04T22:04:00-07:00,0,0,0,,2018-05-04T22:04:00-07:00,20,0,10
2018-05-04T22:12:00-07:00,0,6,32,,2018-05-04T22:12:00-07:00,0,0,0,,2018-05-04T22:12:00-07:00,41,10,0
2018-05-04T22:20:00-07:00,0,9,28,,2018-05-04T22:20:00-07:00,0,0,0,,2018-05-04T22:20:00-07:00,0,0,0
2018-05-04T22:28:00-07:00,0,3,26,,2018-05-04T22:28:00-07:00,0,0,0,,2018-05-04T22:28:00-07:00,11,11,0
2018-05-04T22:36:00-07:00,3,3,27,,2018-05-04T22:36:00-07:00,0,0,0,,2018-05-04T22:36:00-07:00,0,11,0
2018-05-04T22:44:00-07:00,0,0,31,,2018-05-04T22:44:00-07:00,0,0,0,,2018-05-04T22:44:00-07:00,12,0,0
2018-05-04T22:52:00-07:00,7,0,23,,2018-05-04T22:52:00-07:00,0,0,0,,2018-05-04T22:52:00-07:00,37,0,0
2018-05-04T23:00:00-07:00,7,7,38,,2018-05-04T23:00:00-07:00,0,14,28,,2018-05-04T23:00:00-07:00,26,13,13
2018-05-04T23:08:00-07:00,0,4,22,,2018-05-04T23:08:00-07:00,0,15,0,,2018-05-04T23:08:00-07:00,14,0,0
2018-05-04T23:16:00-07:00,0,4,31,,2018-05-04T23:16:00-07:00,0,16,0,,2018-05-04T23:16:00-07:00,44,0,0
2018-05-04T23:24:00-07:00,4,0,20,,2018-05-04T23:24:00-07:00,0,0,0,,2018-05-04T23:24:00-07:00,30,15,0
2018-05-04T23:32:00-07:00,0,0,25,,2018-05-04T23:32:00-07:00,0,34,0,,2018-05-04T23:32:00-07:00,0,0,0
2018-05-04T23:40:00-07:00,0,5,22,,2018-05-04T23:40:00-07:00,0,0,0,,2018-05-04T23:40:00-07:00,17,34,0
2018-05-04T23:48:00-07:00,0,5,28,,2018-05-04T23:48:00-07:00,0,0,0,,2018-05-04T23:48:00-07:00,0,0,0
2018-05-04T23:56:00-07:00,0,5,40,,2018-05-04T23:56:00-07:00,0,41,20,,2018-05-04T23:56:00-07:00,19,0,19
2018-05-05T00:04:00-07:00,0,0,11,,2018-05-05T00:04:00-07:00,0,0,0,,2018-05-05T00:04:00-07:00,20,0,0
2018-05-05T00:12:00-07:00,6,0,34,,2018-05-05T00:12:00-07:00,0,0,0,,2018-05-05T00:12:00-07:00,0,0,0
2018-05-05T00:20:00-07:00,6,0,18,,2018-05-05T00:20:00-07:00,0,0,0,,2018-05-05T00:20:00-07:00,47,0,0
2018-05-05T00:28:00-07:00,6,0,26,,2018-05-05T00:28:00-07:00,0,26,0,,2018-05-05T00:28:00-07:00,0,0,25
2018-05-05T00:36:00-07:00,0,0,48,,2018-05-05T00:36:00-07:00,0,0,0,,2018-05-05T00:36:00-07:00,0,0,0
2018-05-05T00:44:00-07:00,0,0,36,,2018-05-05T00:44:00-07:00,0,30,0,,2018-05-05T00:44:00-07:00,28,0,0
2018-05-05T00:52:00-07:00,0,0,8,,2018-05-05T00:52:00-07:00,0,0,0,,2018-05-05T00:52:00-07:00,0,0,0
2018-05-05T01:00:00-07:00,0,0,17,,2018-05-05T01:00:00-07:00,0,0,0,,2018-05-05T01:00:00-07:00,0,0,0
2018-05-05T01:08:00-07:00,0,0,18,,2018-05-05T01:08:00-07:00,0,0,0,,2018-05-05T01:08:00-07:00,0,0,0
2018-05-05T01:16:00-07:00,0,0,20,,2018-05-05T01:16:00-07:00,0,0,0,,2018-05-05T01:16:00-07:00,0,0,0
2018-05-05T01:24:00-07:00,0,0,20,,2018-05-05T01:24:00-07:00,0,41,0,,2018-05-05T01:24:00-07:00,38,0,0
2018-05-05T01:32:00-07:00,0,0,11,,2018-05-05T01:32:00-07:00,0,0,0,,2018-05-05T01:32:00-07:00,43,0,0
2018-05-05T01:40:00-07:00,0,0,23,,2018-05-05T01:40:00-07:00,0,0,0,,2018-05-05T01:40:00-07:00,44,0,0
2018-05-05T01:48:00-07:00,0,0,0,,2018-05-05T01:48:00-07:00,0,0,0,,2018-05-05T01:48:00-07:00,0,0,0
2018-05-05T01:56:00-07:00,0,0,26,,2018-05-05T01:56:00-07:00,0,0,0,,2018-05-05T01:56:00-07:00,0,0,0
2018-05-05T02:04:00-07:00,14,0,28,,2018-05-05T02:04:00-07:00,0,0,0,,2018-05-05T02:04:00-07:00,0,0,0
2018-05-05T02:12:00-07:00,0,0,31,,2018-05-05T02:12:00-07:00,0,0,0,,2018-05-05T02:12:00-07:00,0,0,0
2018-05-05T02:20:00-07:00,0,32,47,,2018-05-05T02:20:00-07:00,0,0,63,,2018-05-05T02:20:00-07:00,0,60,0
2018-05-05T02:28:00-07:00,0,0,33,,2018-05-05T02:28:00-07:00,0,0,0,,2018-05-05T02:28:00-07:00,0,0,0
2018-05-05T02:36:00-07:00,0,0,69,,2018-05-05T02:36:00-07:00,0,0,0,,2018-05-05T02:36:00-07:00,0,0,0
2018-05-05T02:44:00-07:00,0,19,18,,2018-05-05T02:44:00-07:00,0,0,0,,2018-05-05T02:44:00-07:00,0,0,0
2018-05-05T02:52:00-07:00,0,0,38,,2018-05-05T02:52:00-07:00,0,0,0,,2018-05-05T02:52:00-07:00,0,0,0
2018-05-05T03:00:00-07:00,0,0,42,,2018-05-05T03:00:00-07:00,0,0,0,,2018-05-05T03:00:00-07:00,79,0,0
2018-05-05T03:08:00-07:00,0,21,63,,2018-05-05T03:08:00-07:00,0,0,0,,2018-05-05T03:08:00-07:00,0,80,0
2018-05-05T03:16:00-07:00,22,22,65,,2018-05-05T03:16:00-07:00,0,0,0,,2018-05-05T03:16:00-07:00,0,0,0
2018-05-05T03:24:00-07:00,0,0,0,,2018-05-05T03:24:00-07:00,0,0,0,,2018-05-05T03:24:00-07:00,0,0,0
2018-05-05T03:32:00-07:00,0,0,46,,2018-05-05T03:32:00-07:00,0,0,0,,2018-05-05T03:32:00-07:00,0,89,0
2018-05-05T03:40:00-07:00,0,0,23,,2018-05-05T03:40:00-07:00,0,0,0,,2018-05-05T03:40:00-07:00,0,90,0
2018-05-05T03:48:00-07:00,0,0,49,,2018-05-05T03:48:00-07:00,0,0,0,,2018-05-05T03:48:00-07:00,93,0,0
2018-05-05T03:56:00-07:00,0,0,50,,2018-05-05T03:56:00-07:00,0,0,0,,2018-05-05T03:56:00-07:00,0,0,0
2018-05-05T04:04:00-07:00,0,0,0,,2018-05-05T04:04:00-07:00,0,100,0,,2018-05-05T04:04:00-07:00,0,0,0
2018-05-05T04:12:00-07:00,25,51,100,,2018-05-05T04:12:00-07:00,0,0,0,,2018-05-05T04:12:00-07:00,0,0,0
2018-05-05T04:20:00-07:00,53,0,52,,2018-05-05T04:20:00-07:00,0,0,0,,2018-05-05T04:20:00-07:00,100,0,0
2018-05-05T04:28:00-07:00,0,0,25,,2018-05-05T04:28:00-07:00,0,0,0,,2018-05-05T04:28:00-07:00,0,0,0
2018-05-05T04:36:00-07:00,0,25,49,,2018-05-05T04:36:00-07:00,0,0,0,,2018-05-05T04:36:00-07:00,0,0,0
2018-05-05T04:44:00-07:00,0,0,24,,2018-05-05T04:44:00-07:00,0,0,0,,2018-05-05T04:44:00-07:00,0,0,0
2018-05-05T04:52:00-07:00,0,24,47,,2018-05-05T04:52:00-07:00,0,0,0,,2018-05-05T04:52:00-07:00,0,0,0
2018-05-05T05:00:00-07:00,0,0,21,,2018-05-05T05:00:00-07:00,0,0,0,,2018-05-05T05:00:00-07:00,0,0,0
2018-05-05T05:08:00-07:00,0,43,63,,2018-05-05T05:08:00-07:00,0,0,0,,2018-05-05T05:08:00-07:00,0,0,0
2018-05-05T05:16:00-07:00,0,20,20,,2018-05-05T05:16:00-07:00,0,0,0,,2018-05-05T05:16:00-07:00,0,0,0
2018-05-05T05:24:00-07:00,0,0,0,,2018-05-05T05:24:00-07:00,0,75,0,,2018-05-05T05:24:00-07:00,0,0,0
2018-05-05T05:32:00-07:00,0,0,34,,2018-05-05T05:32:00-07:00,0,0,0,,2018-05-05T05:32:00-07:00,0,0,0
2018-05-05T05:40:00-07:00,0,15,30,,2018-05-05T05:40:00-07:00,0,0,0,,2018-05-05T05:40:00-07:00,0,0,0
2018-05-05T05:48:00-07:00,0,0,27,,2018-05-05T05:48:00-07:00,0,0,0,,2018-05-05T05:48:00-07:00,0,0,51
2018-05-05T05:56:00-07:00,0,0,24,,2018-05-05T05:56:00-07:00,0,50,98,,2018-05-05T05:56:00-07:00,0,0,47
2018-05-05T06:04:00-07:00,0,0,11,,2018-05-05T06:04:00-07:00,0,0,0,,2018-05-05T06:04:00-07:00,0,0,0
2018-05-05T06:12:00-07:00,0,0,10,,2018-05-05T06:12:00-07:00,0,0,0,,2018-05-05T06:12:00-07:00,0,0,0
2018-05-05T06:20:00-07:00,9,0,9,,2018-05-05T06:20:00-07:00,0,36,0,,2018-05-05T06:20:00-07:00,68,34,0
2018-05-05T06:28:00-07:00,0,8,32,,2018-05-05T06:28:00-07:00,0,0,33,,2018-05-05T06:28:00-07:00,31,0,0
2018-05-05T06:36:00-07:00,0,0,22,,2018-05-05T06:36:00-07:00,0,0,0,,2018-05-05T06:36:00-07:00,28,0,0
2018-05-05T06:44:00-07:00,0,0,53,,2018-05-05T06:44:00-07:00,0,27,0,,2018-05-05T06:44:00-07:00,25,0,0
2018-05-05T06:52:00-07:00,0,0,25,,2018-05-05T06:52:00-07:00,0,25,0,,2018-05-05T06:52:00-07:00,24,24,0
2018-05-05T07:00:00-07:00,6,6,11,,2018-05-05T07:00:00-07:00,0,0,0,,2018-05-05T07:00:00-07:00,0,0,0
2018-05-05T07:08:00-07:00,0,0,32,,2018-05-05T07:08:00-07:00,0,0,0,,2018-05-05T07:08:00-07:00,0,20,0
2018-05-05T07:16:00-07:00,5,0,15,,2018-05-05T07:16:00-07:00,0,20,0,,2018-05-05T07:16:00-07:00,19,0,0
2018-05-05T07:24:00-07:00,0,0,23,,2018-05-05T07:24:00-07:00,0,0,0,,2018-05-05T07:24:00-07:00,18,0,0
2018-05-05T07:32:00-07:00,9,5,36,,2018-05-05T07:32:00-07:00,0,0,0,,2018-05-05T07:32:00-07:00,34,0,0
2018-05-05T07:40:00-07:00,0,0,12,,2018-05-05T07:40:00-07:00,0,0,0,,2018-05-05T07:40:00-07:00,0,16,0
2018-05-05T07:48:00-07:00,4,0,12,,2018-05-05T07:48:00-07:00,0,0,0,,2018-05-05T07:48:00-07:00,60,15,0
2018-05-05T07:56:00-07:00,8,4,46,,2018-05-05T07:56:00-07:00,0,0,0,,2018-05-05T07:56:00-07:00,15,29,0
2018-05-05T08:04:00-07:00,0,4,33,,2018-05-05T08:04:00-07:00,15,0,0,,2018-05-05T08:04:00-07:00,14,14,0
2018-05-05T08:12:00-07:00,0,0,28,,2018-05-05T08:12:00-07:00,0,14,0,,2018-05-05T08:12:00-07:00,0,0,0
2018-05-05T08:20:00-07:00,3,0,43,,2018-05-05T08:20:00-07:00,0,0,0,,2018-05-05T08:20:00-07:00,13,0,0
2018-05-05T08:28:00-07:00,0,0,42,,2018-05-05T08:28:00-07:00,0,0,0,,2018-05-05T08:28:00-07:00,0,12,0
2018-05-05T08:36:00-07:00,3,6,35,,2018-05-05T08:36:00-07:00,0,26,0,,2018-05-05T08:36:00-07:00,24,12,0
2018-05-05T08:44:00-07:00,9,6,51,,2018-05-05T08:44:00-07:00,0,0,0,,2018-05-05T08:44:00-07:00,35,0,0
2018-05-05T08:52:00-07:00,0,3,24,,2018-05-05T08:52:00-07:00,0,0,0,,2018-05-05T08:52:00-07:00,23,0,0
2018-05-05T09:00:00-07:00,6,0,26,,2018-05-05T09:00:00-07:00,0,0,0,,2018-05-05T09:00:00-07:00,33,11,22
2018-05-05T09:08:00-07:00,0,0,26,,2018-05-05T09:08:00-07:00,0,0,0,,2018-05-05T09:08:00-07:00,0,11,0
2018-05-05T09:16:00-07:00,3,3,17,,2018-05-05T09:16:00-07:00,0,0,0,,2018-05-05T09:16:00-07:00,32,0,11
2018-05-05T09:24:00-07:00,0,0,33,,2018-05-05T09:24:00-07:00,0,0,0,,2018-05-05T09:24:00-07:00,11,11,0
2018-05-05T09:32:00-07:00,0,8,27,,2018-05-05T09:32:00-07:00,0,0,0,,2018-05-05T09:32:00-07:00,10,0,0
2018-05-05T09:40:00-07:00,3,0,24,,2018-05-05T09:40:00-07:00,0,11,0,,2018-05-05T09:40:00-07:00,0,10,10
2018-05-05T09:48:00-07:00,5,0,19,,2018-05-05T09:48:00-07:00,0,0,0,,2018-05-05T09:48:00-07:00,20,0,0
2018-05-05T09:56:00-07:00,5,0,19,,2018-05-05T09:56:00-07:00,0,11,22,,2018-05-05T09:56:00-07:00,10,0,0
2018-05-05T10:04:00-07:00,0,5,37,,2018-05-05T10:04:00-07:00,0,22,11,,2018-05-05T10:04:00-07:00,30,10,0
2018-05-05T10:12:00-07:00,0,0,31,,2018-05-05T10:12:00-07:00,0,11,0,,2018-05-05T10:12:00-07:00,20,10,0
2018-05-05T10:20:00-07:00,3,5,24,,2018-05-05T10:20:00-07:00,0,11,0,,2018-05-05T10:20:00-07:00,20,0,0
2018-05-05T10:28:00-07:00,5,3,23,,2018-05-05T10:28:00-07:00,0,43,0,,2018-05-05T10:28:00-07:00,20,10,0
2018-05-05T10:36:00-07:00,3,3,36,,2018-05-05T10:36:00-07:00,0,0,0,,2018-05-05T10:36:00-07:00,10,0,0
2018-05-05T10:44:00-07:00,3,3,34,,2018-05-05T10:44:00-07:00,0,11,0,,2018-05-05T10:44:00-07:00,0,10,0
2018-05-05T10:52:00-07:00,0,5,25,,2018-05-05T10:52:00-07:00,0,10,0,,2018-05-05T10:52:00-07:00,10,19,0
2018-05-05T11:00:00-07:00,0,0,33,,2018-05-05T11:00:00-07:00,0,43,0,,2018-05-05T11:00:00-07:00,32,16,8
2018-05-05T11:08:00-07:00,0,0,0,,2018-05-05T11:08:00-07:00,0,0,0,,2018-05-05T11:08:00-07:00,0,0,0
2018-05-05T11:16:00-07:00,0,0,23,,2018-05-05T11:16:00-07:00,0,11,0,,2018-05-05T11:16:00-07:00,5,0,0
2018-05-05T11:24:00-07:00,2,6,24,,2018-05-05T11:24:00-07:00,0,21,11,,2018-05-05T11:24:00-07:00,5,16,0
2018-05-05T11:32:00-07:00,4,2,12,,2018-05-05T11:32:00-07:00,11,21,0,,2018-05-05T11:32:00-07:00,10,0,0
2018-05-05T11:40:00-07:00,2,2,12,,2018-05-05T11:40:00-07:00,0,42,0,,2018-05-05T11:40:00-07:00,5,5,0
2018-05-05T11:48:00-07:00,0,0,22,,2018-05-05T11:48:00-07:00,0,10,0,,2018-05-05T11:48:00-07:00,5,5,0
2018-05-05T11:56:00-07:00,2,4,18,,2018-05-05T11:56:00-07:00,0,11,0,,2018-05-05T11:56:00-07:00,0,16,0
2018-05-05T12:04:00-07:00,0,2,12,,2018-05-05T12:04:00-07:00,0,11,0,,2018-05-05T12:04:00-07:00,0,0,0
2018-05-05T12:12:00-07:00,0,2,8,,2018-05-05T12:12:00-07:00,0,0,0,,2018-05-05T12:12:00-07:00,10,0,0
2018-05-05T12:20:00-07:00,0,2,26,,2018-05-05T12:20:00-07:00,0,0,0,,2018-05-05T12:20:00-07:00,5,5,0
2018-05-05T12:28:00-07:00,2,0,12,,2018-05-05T12:28:00-07:00,0,31,0,,2018-05-05T12:28:00-07:00,21,5,0
2018-05-05T12:36:00-07:00,2,0,18,,2018-05-05T12:36:00-07:00,0,0,0,,2018-05-05T12:36:00-07:00,0,5,0
2018-05-05T12:44:00-07:00,0,6,28,,2018-05-05T12:44:00-07:00,0,0,0,,2018-05-05T12:44:00-07:00,0,10,0
2018-05-05T12:52:00-07:00,0,4,14,,2018-05-05T12:52:00-07:00,0,0,0,,2018-05-05T12:52:00-07:00,5,0,0
2018-05-05T13:00:00-07:00,4,2,18,,2018-05-05T13:00:00-07:00,0,0,0,,2018-05-05T13:00:00-07:00,16,0,0
2018-05-05T13:08:00-07:00,4,2,18,,2018-05-05T13:08:00-07:00,0,31,10,,2018-05-05T13:08:00-07:00,5,5,0
2018-05-05T13:16:00-07:00,2,2,20,,2018-05-05T13:16:00-07:00,0,0,10,,2018-05-05T13:16:00-07:00,0,5,0
2018-05-05T13:24:00-07:00,2,2,22,,2018-05-05T13:24:00-07:00,0,0,0,,2018-05-05T13:24:00-07:00,5,5,0
2018-05-05T13:32:00-07:00,0,0,20,,2018-05-05T13:32:00-07:00,0,0,21,,2018-05-05T13:32:00-07:00,5,0,0
2018-05-05T13:40:00-07:00,2,2,16,,2018-05-05T13:40:00-07:00,0,10,0,,2018-05-05T13:40:00-07:00,15,0,0
2018-05-05T13:48:00-07:00,2,2,20,,2018-05-05T13:48:00-07:00,0,0,0,,2018-05-05T13:48:00-07:00,0,0,0
2018-05-05T13:56:00-07:00,4,0,18,,2018-05-05T13:56:00-07:00,11,21,10,,2018-05-05T13:56:00-07:00,16,10,0
2018-05-05T14:04:00-07:00,4,4,26,,2018-05-05T14:04:00-07:00,0,21,0,,2018-05-05T14:04:00-07:00,5,0,0
2018-05-05T14:12:00-07:00,8,2,26,,2018-05-05T14:12:00-07:00,0,21,10,,2018-05-05T14:12:00-07:00,5,0,0
2018-05-05T14:20:00-07:00,0,2,32,,2018-05-05T14:20:00-07:00,0,10,0,,2018-05-05T14:20:00-07:00,10,10,0
2018-05-05T14:28:00-07:00,0,2,26,,2018-05-05T14:28:00-07:00,0,10,0,,2018-05-05T14:28:00-07:00,21,0,0
2018-05-05T14:36:00-07:00,0,0,16,,2018-05-05T14:36:00-07:00,0,0,0,,2018-05-05T14:36:00-07:00,10,5,0
2018-05-05T14:44:00-07:00,0,2,14,,2018-05-05T14:44:00-07:00,0,0,10,,2018-05-05T14:44:00-07:00,15,5,0
2018-05-05T14:52:00-07:00,2,2,14,,2018-05-05T14:52:00-07:00,0,0,10,,2018-05-05T14:52:00-07:00,15,0,0
2018-05-05T15:00:00-07:00,4,0,18,,2018-05-05T15:00:00-07:00,0,31,0,,2018-05-05T15:00:00-07:00,0,5,0
2018-05-05T15:08:00-07:00,2,6,28,,2018-05-05T15:08:00-07:00,0,0,0,,2018-05-05T15:08:00-07:00,5,5,0
2018-05-05T15:16:00-07:00,0,0,18,,2018-05-05T15:16:00-07:00,0,0,0,,2018-05-05T15:16:00-07:00,0,5,5
2018-05-05T15:24:00-07:00,6,4,23,,2018-05-05T15:24:00-07:00,0,0,10,,2018-05-05T15:24:00-07:00,15,0,5
2018-05-05T15:32:00-07:00,0,0,18,,2018-05-05T15:32:00-07:00,0,10,0,,2018-05-05T15:32:00-07:00,5,15,0
2018-05-05T15:40:00-07:00,2,0,10,,2018-05-05T15:40:00-07:00,0,10,10,,2018-05-05T15:40:00-07:00,0,5,5
2018-05-05T15:48:00-07:00,4,4,24,,2018-05-05T15:48:00-07:00,0,10,0,,2018-05-05T15:48:00-07:00,5,0,0
2018-05-05T15:56:00-07:00,2,2,27,,2018-05-05T15:56:00-07:00,0,10,0,,2018-05-05T15:56:00-07:00,5,5,5
2018-05-05T16:04:00-07:00,4,0,19,,2018-05-05T16:04:00-07:00,0,0,0,,2018-05-05T16:04:00-07:00,5,5,5
2018-05-05T16:12:00-07:00,2,2,8,,2018-05-05T16:12:00-07:00,0,0,10,,2018-05-05T16:12:00-07:00,20,0,0
2018-05-05T16:20:00-07:00,4,7,25,,2018-05-05T16:20:00-07:00,0,0,0,,2018-05-05T16:20:00-07:00,0,5,0
2018-05-05T16:28:00-07:00,2,0,14,,2018-05-05T16:28:00-07:00,0,0,0,,2018-05-05T16:28:00-07:00,10,10,0
2018-05-05T16:36:00-07:00,4,0,17,,2018-05-05T16:36:00-07:00,0,10,10,,2018-05-05T16:36:00-07:00,10,0,5
2018-05-05T16:44:00-07:00,4,4,14,,2018-05-05T16:44:00-07:00,0,0,0,,2018-05-05T16:44:00-07:00,0,10,0
2018-05-05T16:52:00-07:00,0,2,25,,2018-05-05T16:52:00-07:00,0,10,0,,2018-05-05T16:52:00-07:00,5,15,0
2018-05-05T17:00:00-07:00,0,4,19,,2018-05-05T17:00:00-07:00,0,10,0,,2018-05-05T17:00:00-07:00,0,10,0
2018-05-05T17:08:00-07:00,0,2,21,,2018-05-05T17:08:00-07:00,0,30,0,,2018-05-05T17:08:00-07:00,0,0,0
2018-05-05T17:16:00-07:00,6,6,19,,2018-05-05T17:16:00-07:00,0,10,0,,2018-05-05T17:16:00-07:00,0,5,0
2018-05-05T17:24:00-07:00,0,6,21,,2018-05-05T17:24:00-07:00,0,0,0,,2018-05-05T17:24:00-07:00,10,20,0
2018-05-05T17:32:00-07:00,2,2,23,,2018-05-05T17:32:00-07:00,0,20,0,,2018-05-05T17:32:00-07:00,0,10,0
2018-05-05T17:40:00-07:00,2,0,8,,2018-05-05T17:40:00-07:00,0,10,0,,2018-05-05T17:40:00-07:00,0,0,0
2018-05-05T17:48:00-07:00,0,6,21,,2018-05-05T17:48:00-07:00,0,10,0,,2018-05-05T17:48:00-07:00,0,5,0
2018-05-05T17:56:00-07:00,4,2,29,,2018-05-05T17:56:00-07:00,0,0,0,,2018-05-05T17:56:00-07:00,0,0,0
2018-05-05T18:04:00-07:00,2,2,24,,2018-05-05T18:04:00-07:00,0,10,0,,2018-05-05T18:04:00-07:00,0,5,0
2018-05-05T18:12:00-07:00,0,2,16,,2018-05-05T18:12:00-07:00,0,0,0,,2018-05-05T18:12:00-07:00,5,5,0
2018-05-05T18:20:00-07:00,2,4,23,,2018-05-05T18:20:00-07:00,0,0,0,,2018-05-05T18:20:00-07:00,0,0,0
2018-05-05T18:28:00-07:00,4,2,23,,2018-05-05T18:28:00-07:00,0,0,0,,2018-05-05T18:28:00-07:00,10,5,0
2018-05-05T18:36:00-07:00,2,0,22,,2018-05-05T18:36:00-07:00,0,51,10,,2018-05-05T18:36:00-07:00,0,5,0
2018-05-05T18:44:00-07:00,6,2,19,,2018-05-05T18:44:00-07:00,0,0,0,,2018-05-05T18:44:00-07:00,10,5,0
2018-05-05T18:52:00-07:00,0,0,12,,2018-05-05T18:52:00-07:00,0,20,0,,2018-05-05T18:52:00-07:00,5,5,5
2018-05-05T19:00:00-07:00,2,0,21,,2018-05-05T19:00:00-07:00,0,20,0,,2018-05-05T19:00:00-07:00,15,0,0
2018-05-05T19:08:00-07:00,2,8,25,,2018-05-05T19:08:00-07:00,0,0,0,,2018-05-05T19:08:00-07:00,10,0,0
2018-05-05T19:16:00-07:00,0,2,23,,2018-05-05T19:16:00-07:00,0,20,0,,2018-05-05T19:16:00-07:00,15,5,0
2018-05-05T19:24:00-07:00,6,4,13,,2018-05-05T19:24:00-07:00,0,0,0,,2018-05-05T19:24:00-07:00,5,5,5
2018-05-05T19:32:00-07:00,2,2,25,,2018-05-05T19:32:00-07:00,0,0,0,,2018-05-05T19:32:00-07:00,20,5,0
2018-05-05T19:40:00-07:00,0,2,17,,2018-05-05T19:40:00-07:00,0,10,0,,2018-05-05T19:40:00-07:00,10,5,0
2018-05-05T19:48:00-07:00,2,4,17,,2018-05-05T19:48:00-07:00,0,10,0,,2018-05-05T19:48:00-07:00,5,0,5
2018-05-05T19:56:00-07:00,0,6,21,,2018-05-05T19:56:00-07:00,0,10,0,,2018-05-05T19:56:00-07:00,10,5,0
2018-05-05T20:04:00-07:00,2,2,22,,2018-05-05T20:04:00-07:00,0,0,0,,2018-05-05T20:04:00-07:00,10,0,0
2018-05-05T20:12:00-07:00,0,0,21,,2018-05-05T20:12:00-07:00,0,10,0,,2018-05-05T20:12:00-07:00,5,0,0
2018-05-05T20:20:00-07:00,2,0,19,,2018-05-05T20:20:00-07:00,0,10,0,,2018-05-05T20:20:00-07:00,0,5,0
2018-05-05T20:28:00-07:00,0,0,19,,2018-05-05T20:28:00-07:00,0,0,10,,2018-05-05T20:28:00-07:00,0,0,0
2018-05-05T20:36:00-07:00,4,2,30,,2018-05-05T20:36:00-07:00,0,0,10,,2018-05-05T20:36:00-07:00,10,0,0
2018-05-05T20:44:00-07:00,0,2,19,,2018-05-05T20:44:00-07:00,0,0,0,,2018-05-05T20:44:00-07:00,10,10,0
2018-05-05T20:52:00-07:00,2,4,15,,2018-05-05T20:52:00-07:00,0,10,10,,2018-05-05T20:52:00-07:00,10,10,5
2018-05-05T21:00:00-07:00,0,0,13,,2018-05-05T21:00:00-07:00,0,20,10,,2018-05-05T21:00:00-07:00,0,0,0
2018-05-05T21:08:00-07:00,2,6,23,,2018-05-05T21:08:00-07:00,0,0,0,,2018-05-05T21:08:00-07:00,5,5,10
2018-05-05T21:16:00-07:00,2,2,17,,2018-05-05T21:16:00-07:00,0,0,0,,2018-05-05T21:16:00-07:00,0,10,0
2018-05-05T21:24:00-07:00,0,2,27,,2018-05-05T21:24:00-07:00,0,10,0,,2018-05-05T21:24:00-07:00,15,0,0
