Category: All categories,,,,,,,,,,,,,
,,,,,,,,,,,,,
Time,evergreen hospital: (Seattle-Tacoma WA),emergency room: (Seattle-Tacoma WA),emergency: (Seattle-Tacoma WA),,Time,northwest medical center: (Seattle-Tacoma WA),overlake hospital: (Seattle-Tacoma WA),UW hospital: (Seattle-Tacoma WA),,Time,swedish hospital: (Seattle-Tacoma WA),harborview medical center: (Seattle-Tacoma WA),Virginia Mason hospital: (Seattle-Tacoma WA)
2018-05-02T11:16:00-07:00,4,3,22,,2018-05-02T11:24:00-07:00,8,24,8,,2018-05-02T11:24:00-07:00,46,23,0
2018-05-02T11:24:00-07:00,5,0,23,,2018-05-02T11:32:00-07:00,0,16,0,,2018-05-02T11:32:00-07:00,23,23,8
2018-05-02T11:32:00-07:00,6,0,19,,2018-05-02T11:40:00-07:00,0,0,16,,2018-05-02T11:40:00-07:00,39,8,8
2018-05-02T11:40:00-07:00,0,1,15,,2018-05-02T11:48:00-07:00,0,16,8,,2018-05-02T11:48:00-07:00,39,15,16
2018-05-02T11:48:00-07:00,8,1,26,,2018-05-02T11:56:00-07:00,0,17,8,,2018-05-02T11:56:00-07:00,16,31,0
2018-05-02T11:56:00-07:00,0,1,30,,2018-05-02T12:04:00-07:00,8,8,16,,2018-05-02T12:04:00-07:00,15,15,8
2018-05-02T12:04:00-07:00,1,0,15,,2018-05-02T12:12:00-07:00,0,8,16,,2018-05-02T12:12:00-07:00,0,0,0
2018-05-02T12:12:00-07:00,4,1,19,,2018-05-02T12:20:00-07:00,0,16,8,,2018-05-02T12:20:00-07:00,16,8,8
2018-05-02T12:20:00-07:00,4,1,21,,2018-05-02T12:28:00-07:00,0,8,16,,2018-05-02T12:28:00-07:00,16,8,8
2018-05-02T12:28:00-07:00,0,3,27,,2018-05-02T12:36:00-07:00,0,8,8,,2018-05-02T12:36:00-07:00,31,16,0
2018-05-02T12:36:00-07:00,1,1,25,,2018-05-02T12:44:00-07:00,0,16,24,,2018-05-02T12:44:00-07:00,15,38,8
2018-05-02T12:44:00-07:00,1,0,11,,2018-05-02T12:52:00-07:00,0,0,24,,2018-05-02T12:52:00-07:00,45,30,8
2018-05-02T12:52:00-07:00,0,0,24,,2018-05-02T13:00:00-07:00,0,24,16,,2018-05-02T13:00:00-07:00,31,38,8
2018-05-02T13:00:00-07:00,6,1,23,,2018-05-02T13:08:00-07:00,0,16,0,,2018-05-02T13:08:00-07:00,15,31,0
2018-05-02T13:08:00-07:00,0,4,26,,2018-05-02T13:16:00-07:00,0,8,16,,2018-05-02T13:16:00-07:00,46,0,8
2018-05-02T13:16:00-07:00,1,0,16,,2018-05-02T13:24:00-07:00,16,39,8,,2018-05-02T13:24:00-07:00,22,59,0
2018-05-02T13:24:00-07:00,3,1,19,,2018-05-02T13:32:00-07:00,0,16,8,,2018-05-02T13:32:00-07:00,23,23,0
2018-05-02T13:32:00-07:00,7,1,20,,2018-05-02T13:40:00-07:00,8,23,8,,2018-05-02T13:40:00-07:00,7,22,7
2018-05-02T13:40:00-07:00,5,0,19,,2018-05-02T13:48:00-07:00,8,31,8,,2018-05-02T13:48:00-07:00,37,7,0
2018-05-02T13:48:00-07:00,4,0,17,,2018-05-02T13:56:00-07:00,0,24,8,,2018-05-02T13:56:00-07:00,38,8,0
2018-05-02T13:56:00-07:00,1,0,18,,2018-05-02T14:04:00-07:00,0,8,0,,2018-05-02T14:04:00-07:00,39,8,8
2018-05-02T14:04:00-07:00,6,0,25,,2018-05-02T14:12:00-07:00,0,40,8,,2018-05-02T14:12:00-07:00,23,30,8
2018-05-02T14:12:00-07:00,1,1,27,,2018-05-02T14:20:00-07:00,8,16,0,,2018-05-02T14:20:00-07:00,31,31,8
2018-05-02T14:20:00-07:00,7,0,25,,2018-05-02T14:28:00-07:00,0,8,16,,2018-05-02T14:28:00-07:00,47,8,0
2018-05-02T14:28:00-07:00,3,1,24,,2018-05-02T14:36:00-07:00,0,0,0,,2018-05-02T14:36:00-07:00,8,23,0
2018-05-02T14:36:00-07:00,3,1,24,,2018-05-02T14:44:00-07:00,8,0,0,,2018-05-02T14:44:00-07:00,16,23,0
2018-05-02T14:44:00-07:00,1,7,22,,2018-05-02T14:52:00-07:00,0,16,8,,2018-05-02T14:52:00-07:00,39,8,0
2018-05-02T14:52:00-07:00,3,1,25,,2018-05-02T15:00:00-07:00,0,8,17,,2018-05-02T15:00:00-07:00,40,24,0
2018-05-02T15:00:00-07:00,4,3,25,,2018-05-02T15:08:00-07:00,8,8,8,,2018-05-02T15:08:00-07:00,71,0,0
2018-05-02T15:08:00-07:00,3,1,27,,2018-05-02T15:16:00-07:00,0,17,17,,2018-05-02T15:16:00-07:00,63,8,0
2018-05-02T15:16:00-07:00,4,0,24,,2018-05-02T15:24:00-07:00,0,25,0,,2018-05-02T15:24:00-07:00,48,8,0
2018-05-02T15:24:00-07:00,0,4,29,,2018-05-02T15:32:00-07:00,0,25,8,,2018-05-02T15:32:00-07:00,64,24,8
2018-05-02T15:32:00-07:00,4,1,23,,2018-05-02T15:40:00-07:00,0,0,0,,2018-05-02T15:40:00-07:00,24,24,0
2018-05-02T15:40:00-07:00,4,3,27,,2018-05-02T15:48:00-07:00,0,25,8,,2018-05-02T15:48:00-07:00,55,16,0
2018-05-02T15:48:00-07:00,3,3,23,,2018-05-02T15:56:00-07:00,0,25,25,,2018-05-02T15:56:00-07:00,24,24,0
2018-05-02T15:56:00-07:00,4,1,17,,2018-05-02T16:04:00-07:00,0,34,0,,2018-05-02T16:04:00-07:00,40,24,0
2018-05-02T16:04:00-07:00,1,0,19,,2018-05-02T16:12:00-07:00,9,34,8,,2018-05-02T16:12:00-07:00,16,16,0
2018-05-02T16:12:00-07:00,3,1,20,,2018-05-02T16:20:00-07:00,0,17,0,,2018-05-02T16:20:00-07:00,33,16,8
2018-05-02T16:20:00-07:00,1,1,25,,2018-05-02T16:28:00-07:00,9,35,0,,2018-05-02T16:28:00-07:00,17,8,8
2018-05-02T16:28:00-07:00,3,1,18,,2018-05-02T16:36:00-07:00,0,26,0,,2018-05-02T16:36:00-07:00,8,16,8
2018-05-02T16:36:00-07:00,10,0,15,,2018-05-02T16:44:00-07:00,0,0,9,,2018-05-02T16:44:00-07:00,17,25,8
2018-05-02T16:44:00-07:00,3,0,16,,2018-05-02T16:52:00-07:00,0,0,0,,2018-05-02T16:52:00-07:00,42,8,0
2018-05-02T16:52:00-07:00,3,3,18,,2018-05-02T17:00:00-07:00,0,9,9,,2018-05-02T17:00:00-07:00,35,9,0
2018-05-02T17:00:00-07:00,5,3,22,,2018-05-02T17:08:00-07:00,0,0,0,,2018-05-02T17:08:00-07:00,27,18,0
2018-05-02T17:08:00-07:00,2,0,13,,2018-05-02T17:16:00-07:00,0,27,0,,2018-05-02T17:16:00-07:00,9,0,0
2018-05-02T17:16:00-07:00,2,0,22,,2018-05-02T17:24:00-07:00,0,0,19,,2018-05-02T17:24:00-07:00,9,0,0
2018-05-02T17:24:00-07:00,3,2,29,,2018-05-02T17:32:00-07:00,0,10,0,,2018-05-02T17:32:00-07:00,0,0,0
2018-05-02T17:32:00-07:00,0,0,21,,2018-05-02T17:40:00-07:00,0,19,10,,2018-05-02T17:40:00-07:00,18,9,0
2018-05-02T17:40:00-07:00,3,0,23,,2018-05-02T17:48:00-07:00,0,9,0,,2018-05-02T17:48:00-07:00,9,9,0
2018-05-02T17:48:00-07:00,2,0,29,,2018-05-02T17:56:00-07:00,10,10,10,,2018-05-02T17:56:00-07:00,18,28,19
2018-05-02T17:56:00-07:00,0,3,20,,2018-05-02T18:04:00-07:00,0,19,0,,2018-05-02T18:04:00-07:00,18,0,0
2018-05-02T18:04:00-07:00,2,3,18,,2018-05-02T18:12:00-07:00,0,29,10,,2018-05-02T18:12:00-07:00,56,19,9
2018-05-02T18:12:00-07:00,0,0,3,,2018-05-02T18:20:00-07:00,0,0,0,,2018-05-02T18:20:00-07:00,9,9,0
2018-05-02T18:20:00-07:00,0,2,18,,2018-05-02T18:28:00-07:00,0,0,10,,2018-05-02T18:28:00-07:00,0,0,0
2018-05-02T18:28:00-07:00,0,5,13,,2018-05-02T18:36:00-07:00,0,10,19,,2018-05-02T18:36:00-07:00,28,19,9
2018-05-02T18:36:00-07:00,2,3,33,,2018-05-02T18:44:00-07:00,0,0,0,,2018-05-02T18:44:00-07:00,9,9,0
2018-05-02T18:44:00-07:00,3,0,17,,2018-05-02T18:52:00-07:00,10,19,0,,2018-05-02T18:52:00-07:00,9,18,0
2018-05-02T18:52:00-07:00,0,0,21,,2018-05-02T19:00:00-07:00,0,10,0,,2018-05-02T19:00:00-07:00,19,0,0
2018-05-02T19:00:00-07:00,2,0,8,,2018-05-02T19:08:00-07:00,0,38,0,,2018-05-02T19:08:00-07:00,9,18,0
2018-05-02T19:08:00-07:00,2,7,23,,2018-05-02T19:16:00-07:00,0,0,19,,2018-05-02T19:16:00-07:00,9,0,18
2018-05-02T19:16:00-07:00,0,0,6,,2018-05-02T19:24:00-07:00,0,0,0,,2018-05-02T19:24:00-07:00,9,9,0
2018-05-02T19:24:00-07:00,0,3,16,,2018-05-02T19:32:00-07:00,0,9,0,,2018-05-02T19:32:00-07:00,9,0,9
2018-05-02T19:32:00-07:00,3,0,26,,2018-05-02T19:40:00-07:00,9,18,18,,2018-05-02T19:40:00-07:00,9,18,0
2018-05-02T19:40:00-07:00,2,0,5,,2018-05-02T19:48:00-07:00,0,18,9,,2018-05-02T19:48:00-07:00,26,9,9
2018-05-02T19:48:00-07:00,2,2,31,,2018-05-02T19:56:00-07:00,0,9,18,,2018-05-02T19:56:00-07:00,9,0,0
2018-05-02T19:56:00-07:00,2,0,29,,2018-05-02T20:04:00-07:00,0,0,0,,2018-05-02T20:04:00-07:00,0,0,0
2018-05-02T20:04:00-07:00,0,2,22,,2018-05-02T20:12:00-07:00,0,0,9,,2018-05-02T20:12:00-07:00,9,9,0
2018-05-02T20:12:00-07:00,5,0,22,,2018-05-02T20:20:00-07:00,0,27,0,,2018-05-02T20:20:00-07:00,26,8,9
2018-05-02T20:20:00-07:00,2,0,17,,2018-05-02T20:28:00-07:00,9,9,0,,2018-05-02T20:28:00-07:00,9,9,9
2018-05-02T20:28:00-07:00,5,3,15,,2018-05-02T20:36:00-07:00,0,18,0,,2018-05-02T20:36:00-07:00,17,26,0
2018-05-02T20:36:00-07:00,2,0,26,,2018-05-02T20:44:00-07:00,0,9,9,,2018-05-02T20:44:00-07:00,17,8,0
2018-05-02T20:44:00-07:00,2,0,11,,2018-05-02T20:52:00-07:00,9,9,18,,2018-05-02T20:52:00-07:00,0,0,0
2018-05-02T20:52:00-07:00,2,5,15,,2018-05-02T21:00:00-07:00,0,0,0,,2018-05-02T21:00:00-07:00,0,9,0
2018-05-02T21:00:00-07:00,0,5,17,,2018-05-02T21:08:00-07:00,0,0,0,,2018-05-02T21:08:00-07:00,43,17,9
2018-05-02T21:08:00-07:00,0,2,23,,2018-05-02T21:16:00-07:00,0,9,9,,2018-05-02T21:16:00-07:00,42,8,0
2018-05-02T21:16:00-07:00,3,4,16,,2018-05-02T21:24:00-07:00,0,0,24,,2018-05-02T21:24:00-07:00,23,16,8
2018-05-02T21:24:00-07:00,1,0,21,,2018-05-02T21:32:00-07:00,0,17,0,,2018-05-02T21:32:00-07:00,11,0,11
2018-05-02T21:32:00-07:00,6,3,39,,2018-05-02T21:32:00-07:00,0,27,0,,2018-05-02T21:40:00-07:00,5,9,0
2018-05-02T21:40:00-07:00,0,3,27,,2018-05-02T21:40:00-07:00,0,18,37,,2018-05-02T21:48:00-07:00,19,0,5
2018-05-02T21:48:00-07:00,6,6,21,,2018-05-02T21:48:00-07:00,0,0,0,,2018-05-02T21:56:00-07:00,0,5,0
2018-05-02T21:56:00-07:00,6,10,42,,2018-05-02T21:56:00-07:00,10,29,10,,2018-05-02T22:04:00-07:00,21,0,0
2018-05-02T22:04:00-07:00,3,13,47,,2018-05-02T22:04:00-07:00,0,10,0,,2018-05-02T22:12:00-07:00,11,0,6
2018-05-02T22:12:00-07:00,3,10,32,,2018-05-02T22:12:00-07:00,0,11,0,,2018-05-02T22:20:00-07:00,0,0,6
2018-05-02T22:20:00-07:00,0,4,40,,2018-05-02T22:20:00-07:00,11,11,0,,2018-05-02T22:28:00-07:00,0,6,0
2018-05-02T22:28:00-07:00,4,4,42,,2018-05-02T22:28:00-07:00,0,23,0,,2018-05-02T22:36:00-07:00,0,0,6
2018-05-02T22:36:00-07:00,4,8,48,,2018-05-02T22:36:00-07:00,0,12,12,,2018-05-02T22:44:00-07:00,27,0,0
2018-05-02T22:44:00-07:00,0,4,55,,2018-05-02T22:44:00-07:00,0,51,0,,2018-05-02T22:52:00-07:00,14,0,0
2018-05-02T22:52:00-07:00,14,5,32,,2018-05-02T22:52:00-07:00,0,14,0,,2018-05-02T23:00:00-07:00,8,8,0
2018-05-02T23:00:00-07:00,0,15,39,,2018-05-02T23:00:00-07:00,0,15,0,,2018-05-02T23:08:00-07:00,16,8,0
2018-05-02T23:08:00-07:00,0,0,26,,2018-05-02T23:08:00-07:00,0,0,0,,2018-05-02T23:16:00-07:00,17,0,0
2018-05-02T23:16:00-07:00,11,11,22,,2018-05-02T23:16:00-07:00,0,0,0,,2018-05-02T23:24:00-07:00,0,9,0
2018-05-02T23:24:00-07:00,6,0,46,,2018-05-02T23:24:00-07:00,0,18,0,,2018-05-02T23:32:00-07:00,0,0,0
2018-05-02T23:32:00-07:00,12,0,31,,2018-05-02T23:32:00-07:00,0,0,0,,2018-05-02T23:40:00-07:00,0,0,0
2018-05-02T23:40:00-07:00,0,0,33,,2018-05-02T23:40:00-07:00,0,0,0,,2018-05-02T23:48:00-07:00,0,0,12
2018-05-02T23:48:00-07:00,0,0,29,,2018-05-02T23:48:00-07:00,0,0,0,,2018-05-02T23:56:00-07:00,23,0,0
2018-05-02T23:56:00-07:00,0,7,74,,2018-05-02T23:56:00-07:00,0,22,0,,2018-05-03T00:04:00-07:00,0,0,0
2018-05-03T00:04:00-07:00,0,0,0,,2018-05-03T00:04:00-07:00,0,0,25,,2018-05-03T00:12:00-07:00,0,0,0
2018-05-03T00:12:00-07:00,9,0,18,,2018-05-03T00:12:00-07:00,0,0,0,,2018-05-03T00:20:00-07:00,0,45,0
2018-05-03T00:20:00-07:00,0,9,57,,2018-05-03T00:20:00-07:00,0,29,0,,2018-05-03T00:28:00-07:00,33,0,0
2018-05-03T00:28:00-07:00,21,0,0,,2018-05-03T00:28:00-07:00,0,0,0,,2018-05-03T00:36:00-07:00,17,0,0
2018-05-03T00:36:00-07:00,0,0,100,,2018-05-03T00:36:00-07:00,0,0,0,,2018-05-03T00:44:00-07:00,0,0,0
2018-05-03T00:44:00-07:00,0,24,71,,2018-05-03T00:44:00-07:00,0,0,0,,2018-05-03T00:52:00-07:00,20,20,0
2018-05-03T00:52:00-07:00,0,0,26,,2018-05-03T00:52:00-07:00,0,0,0,,2018-05-03T01:00:00-07:00,0,0,0
2018-05-03T01:00:00-07:00,0,0,42,,2018-05-03T01:00:00-07:00,0,0,0,,2018-05-03T01:08:00-07:00,0,0,0
2018-05-03T01:08:00-07:00,0,15,61,,2018-05-03T01:08:00-07:00,0,0,0,,2018-05-03T01:16:00-07:00,0,0,0
2018-05-03T01:16:00-07:00,0,0,33,,2018-05-03T01:16:00-07:00,0,0,0,,2018-05-03T01:24:00-07:00,26,0,0
2018-05-03T01:24:00-07:00,17,0,34,,2018-05-03T01:24:00-07:00,51,51,51,,2018-05-03T01:32:00-07:00,0,0,0
2018-05-03T01:32:00-07:00,0,0,38,,2018-05-03T01:32:00-07:00,0,0,0,,2018-05-03T01:40:00-07:00,0,0,0
2018-05-03T01:40:00-07:00,0,19,38,,2018-05-03T01:40:00-07:00,0,0,0,,2018-05-03T01:48:00-07:00,0,0,0
2018-05-03T01:48:00-07:00,0,0,61,,2018-05-03T01:48:00-07:00,0,61,0,,2018-05-03T01:56:00-07:00,0,0,0
2018-05-03T01:56:00-07:00,0,0,0,,2018-05-03T01:56:00-07:00,0,0,0,,2018-05-03T02:04:00-07:00,0,0,0
2018-05-03T02:04:00-07:00,0,23,46,,2018-05-03T02:04:00-07:00,0,0,0,,2018-05-03T02:12:00-07:00,0,38,0
2018-05-03T02:12:00-07:00,0,24,48,,2018-05-03T02:12:00-07:00,0,0,0,,2018-05-03T02:20:00-07:00,0,0,0
2018-05-03T02:20:00-07:00,0,25,26,,2018-05-03T02:20:00-07:00,0,0,0,,2018-05-03T02:28:00-07:00,0,0,0
2018-05-03T02:28:00-07:00,0,0,27,,2018-05-03T02:28:00-07:00,0,0,0,,2018-05-03T02:36:00-07:00,0,0,0
2018-05-03T02:36:00-07:00,0,0,28,,2018-05-03T02:36:00-07:00,0,0,0,,2018-05-03T02:44:00-07:00,0,0,0
2018-05-03T02:44:00-07:00,0,28,86,,2018-05-03T02:44:00-07:00,0,0,0,,2018-05-03T02:52:00-07:00,0,0,0
2018-05-03T02:52:00-07:00,0,0,0,,2018-05-03T02:52:00-07:00,0,0,0,,2018-05-03T03:00:00-07:00,0,0,0
2018-05-03T03:00:00-07:00,0,0,31,,2018-05-03T03:00:00-07:00,0,0,0,,2018-05-03T03:08:00-07:00,0,0,0
2018-05-03T03:08:00-07:00,0,0,31,,2018-05-03T03:08:00-07:00,0,0,0,,2018-05-03T03:16:00-07:00,0,0,0
2018-05-03T03:16:00-07:00,0,32,32,,2018-05-03T03:16:00-07:00,0,0,0,,2018-05-03T03:24:00-07:00,0,0,0
2018-05-03T03:24:00-07:00,33,0,33,,2018-05-03T03:24:00-07:00,0,0,0,,2018-05-03T03:32:00-07:00,0,0,0
2018-05-03T03:32:00-07:00,0,0,98,,2018-05-03T03:32:00-07:00,0,0,0,,2018-05-03T03:40:00-07:00,0,0,0
2018-05-03T03:40:00-07:00,0,0,33,,2018-05-03T03:40:00-07:00,0,0,100,,2018-05-03T03:48:00-07:00,51,0,0
2018-05-03T03:48:00-07:00,33,0,0,,2018-05-03T03:48:00-07:00,0,0,0,,2018-05-03T03:56:00-07:00,0,0,0
2018-05-03T03:56:00-07:00,0,0,65,,2018-05-03T03:56:00-07:00,0,0,0,,2018-05-03T04:04:00-07:00,0,100,0
2018-05-03T04:04:00-07:00,0,0,0,,2018-05-03T04:04:00-07:00,0,0,0,,2018-05-03T04:12:00-07:00,0,48,0
2018-05-03T04:12:00-07:00,0,30,91,,2018-05-03T04:12:00-07:00,0,0,92,,2018-05-03T04:20:00-07:00,0,0,0
2018-05-03T04:20:00-07:00,0,0,60,,2018-05-03T04:20:00-07:00,0,0,0,,2018-05-03T04:28:00-07:00,0,0,0
2018-05-03T04:28:00-07:00,0,0,29,,2018-05-03T04:28:00-07:00,0,0,0,,2018-05-03T04:36:00-07:00,0,0,0
2018-05-03T04:36:00-07:00,0,26,53,,2018-05-03T04:36:00-07:00,0,0,0,,2018-05-03T04:44:00-07:00,0,40,0
2018-05-03T04:44:00-07:00,0,0,25,,2018-05-03T04:44:00-07:00,0,0,0,,2018-05-03T04:52:00-07:00,0,0,0
2018-05-03T04:52:00-07:00,24,0,48,,2018-05-03T04:52:00-07:00,0,0,0,,2018-05-03T05:00:00-07:00,34,0,0
2018-05-03T05:00:00-07:00,22,0,22,,2018-05-03T05:00:00-07:00,0,0,0,,2018-05-03T05:08:00-07:00,0,0,31
2018-05-03T05:08:00-07:00,19,39,39,,2018-05-03T05:08:00-07:00,0,0,0,,2018-05-03T05:16:00-07:00,28,0,0
2018-05-03T05:16:00-07:00,36,0,73,,2018-05-03T05:16:00-07:00,0,55,0,,2018-05-03T05:24:00-07:00,0,0,0
2018-05-03T05:24:00-07:00,0,33,82,,2018-05-03T05:24:00-07:00,0,0,0,,2018-05-03T05:32:00-07:00,23,0,0
2018-05-03T05:32:00-07:00,29,29,73,,2018-05-03T05:32:00-07:00,0,44,0,,2018-05-03T05:40:00-07:00,0,20,0
2018-05-03T05:40:00-07:00,0,0,26,,2018-05-03T05:40:00-07:00,0,0,0,,2018-05-03T05:48:00-07:00,0,19,0
2018-05-03T05:48:00-07:00,0,12,71,,2018-05-03T05:48:00-07:00,0,0,0,,2018-05-03T05:56:00-07:00,16,17,0
2018-05-03T05:56:00-07:00,0,0,53,,2018-05-03T05:56:00-07:00,0,0,0,,2018-05-03T06:04:00-07:00,0,0,0
2018-05-03T06:04:00-07:00,0,0,19,,2018-05-03T06:04:00-07:00,0,0,0,,2018-05-03T06:12:00-07:00,55,0,0
2018-05-03T06:12:00-07:00,0,0,27,,2018-05-03T06:12:00-07:00,0,27,0,,2018-05-03T06:20:00-07:00,12,0,0
2018-05-03T06:20:00-07:00,0,0,24,,2018-05-03T06:20:00-07:00,24,0,0,,2018-05-03T06:28:00-07:00,11,0,0
2018-05-03T06:28:00-07:00,0,0,43,,2018-05-03T06:28:00-07:00,0,0,0,,2018-05-03T06:36:00-07:00,0,11,0
2018-05-03T06:36:00-07:00,0,0,27,,2018-05-03T06:36:00-07:00,0,0,41,,2018-05-03T06:44:00-07:00,20,20,0
2018-05-03T06:44:00-07:00,6,0,0,,2018-05-03T06:44:00-07:00,0,0,0,,2018-05-03T06:52:00-07:00,9,0,0
2018-05-03T06:52:00-07:00,0,0,59,,2018-05-03T06:52:00-07:00,0,0,0,,2018-05-03T07:00:00-07:00,20,20,0
2018-05-03T07:00:00-07:00,11,6,45,,2018-05-03T07:00:00-07:00,0,25,0,,2018-05-03T07:08:00-07:00,8,0,0
2018-05-03T07:08:00-07:00,11,0,26,,2018-05-03T07:08:00-07:00,0,0,0,,2018-05-03T07:16:00-07:00,8,0,0
2018-05-03T07:16:00-07:00,0,10,50,,2018-05-03T07:16:00-07:00,0,0,0,,2018-05-03T07:24:00-07:00,22,15,7
2018-05-03T07:24:00-07:00,14,14,37,,2018-05-03T07:24:00-07:00,0,0,14,,2018-05-03T07:32:00-07:00,7,0,0
2018-05-03T07:32:00-07:00,9,4,40,,2018-05-03T07:32:00-07:00,0,0,0,,2018-05-03T07:40:00-07:00,7,7,0
2018-05-03T07:40:00-07:00,8,0,21,,2018-05-03T07:40:00-07:00,0,13,0,,2018-05-03T07:48:00-07:00,18,6,0
2018-05-03T07:48:00-07:00,12,4,46,,2018-05-03T07:48:00-07:00,0,35,0,,2018-05-03T07:56:00-07:00,17,11,0
2018-05-03T07:56:00-07:00,7,0,22,,2018-05-03T07:56:00-07:00,0,22,0,,2018-05-03T08:04:00-07:00,22,22,5
2018-05-03T08:04:00-07:00,0,3,24,,2018-05-03T08:04:00-07:00,0,11,10,,2018-05-03T08:12:00-07:00,0,0,0
2018-05-03T08:12:00-07:00,3,0,40,,2018-05-03T08:12:00-07:00,0,20,0,,2018-05-03T08:20:00-07:00,10,0,0
2018-05-03T08:20:00-07:00,7,7,32,,2018-05-03T08:20:00-07:00,0,10,0,,2018-05-03T08:28:00-07:00,5,5,0
2018-05-03T08:28:00-07:00,6,3,57,,2018-05-03T08:28:00-07:00,0,0,10,,2018-05-03T08:36:00-07:00,5,14,0
2018-05-03T08:36:00-07:00,6,0,43,,2018-05-03T08:36:00-07:00,0,0,0,,2018-05-03T08:44:00-07:00,9,0,0
2018-05-03T08:44:00-07:00,9,3,24,,2018-05-03T08:44:00-07:00,0,9,0,,2018-05-03T08:52:00-07:00,9,9,0
2018-05-03T08:52:00-07:00,3,9,47,,2018-05-03T08:52:00-07:00,0,0,0,,2018-05-03T09:00:00-07:00,9,14,5
2018-05-03T09:00:00-07:00,6,3,40,,2018-05-03T09:00:00-07:00,0,0,9,,2018-05-03T09:08:00-07:00,27,4,0
2018-05-03T09:08:00-07:00,6,9,37,,2018-05-03T09:08:00-07:00,0,9,0,,2018-05-03T09:16:00-07:00,13,4,0
2018-05-03T09:16:00-07:00,3,0,49,,2018-05-03T09:16:00-07:00,0,33,17,,2018-05-03T09:24:00-07:00,17,8,0
2018-05-03T09:24:00-07:00,0,5,38,,2018-05-03T09:24:00-07:00,0,16,8,,2018-05-03T09:32:00-07:00,0,13,4
2018-05-03T09:32:00-07:00,8,3,30,,2018-05-03T09:32:00-07:00,0,41,8,,2018-05-03T09:40:00-07:00,25,8,0
2018-05-03T09:40:00-07:00,5,0,29,,2018-05-03T09:40:00-07:00,0,16,0,,2018-05-03T09:48:00-07:00,13,4,4
2018-05-03T09:48:00-07:00,13,3,32,,2018-05-03T09:48:00-07:00,8,16,16,,2018-05-03T09:56:00-07:00,8,0,8
2018-05-03T09:56:00-07:00,0,3,28,,2018-05-03T09:56:00-07:00,0,8,0,,2018-05-03T10:04:00-07:00,17,12,8
2018-05-03T10:04:00-07:00,8,3,24,,2018-05-03T10:04:00-07:00,0,16,0,,2018-05-03T10:12:00-07:00,8,8,0
2018-05-03T10:12:00-07:00,10,5,31,,2018-05-03T10:12:00-07:00,0,16,0,,2018-05-03T10:20:00-07:00,24,4,4
2018-05-03T10:20:00-07:00,13,3,25,,2018-05-03T10:20:00-07:00,8,31,15,,2018-05-03T10:28:00-07:00,8,12,0
2018-05-03T10:28:00-07:00,8,3,44,,2018-05-03T10:28:00-07:00,8,8,16,,2018-05-03T10:36:00-07:00,24,4,0
2018-05-03T10:36:00-07:00,5,3,41,,2018-05-03T10:36:00-07:00,0,0,16,,2018-05-03T10:44:00-07:00,8,4,0
2018-05-03T10:44:00-07:00,10,8,33,,2018-05-03T10:44:00-07:00,0,15,0,,2018-05-03T10:52:00-07:00,8,8,0
2018-05-03T10:52:00-07:00,5,5,25,,2018-05-03T10:52:00-07:00,0,23,0,,2018-05-03T11:00:00-07:00,4,4,0
2018-05-03T11:00:00-07:00,0,0,54,,2018-05-03T11:00:00-07:00,0,8,0,,2018-05-03T11:08:00-07:00,4,20,0
2018-05-03T11:08:00-07:00,5,0,31,,2018-05-03T11:08:00-07:00,0,0,8,,2018-05-03T11:16:00-07:00,20,4,4
2018-05-03T11:16:00-07:00,3,0,33,,2018-05-03T11:16:00-07:00,0,15,15,,2018-05-03T11:24:00-07:00,12,8,0
2018-05-03T11:24:00-07:00,13,0,30,,2018-05-03T11:24:00-07:00,8,8,8,,2018-05-03T11:32:00-07:00,32,20,0
2018-05-03T11:32:00-07:00,13,3,38,,2018-05-03T11:32:00-07:00,15,15,15,,2018-05-03T11:40:00-07:00,12,0,4
2018-05-03T11:40:00-07:00,3,5,34,,2018-05-03T11:40:00-07:00,0,8,8,,2018-05-03T11:48:00-07:00,20,4,0
2018-05-03T11:48:00-07:00,10,3,33,,2018-05-03T11:48:00-07:00,0,0,0,,2018-05-03T11:56:00-07:00,16,12,0
2018-05-03T11:56:00-07:00,5,5,44,,2018-05-03T11:56:00-07:00,0,8,0,,2018-05-03T12:04:00-07:00,4,12,0
2018-05-03T12:04:00-07:00,3,0,29,,2018-05-03T12:04:00-07:00,8,8,8,,2018-05-03T12:12:00-07:00,4,4,0
2018-05-03T12:12:00-07:00,3,3,23,,2018-05-03T12:12:00-07:00,0,24,0,,2018-05-03T12:20:00-07:00,8,8,0
2018-05-03T12:20:00-07:00,0,3,34,,2018-05-03T12:20:00-07:00,0,8,0,,2018-05-03T12:28:00-07:00,13,21,0
2018-05-03T12:28:00-07:00,3,3,45,,2018-05-03T12:28:00-07:00,0,32,16,,2018-05-03T12:36:00-07:00,21,12,0
2018-05-03T12:36:00-07:00,8,0,18,,2018-05-03T12:36:00-07:00,0,8,24,,2018-05-03T12:44:00-07:00,4,0,0
2018-05-03T12:44:00-07:00,8,0,36,,2018-05-03T12:44:00-07:00,0,39,8,,2018-05-03T12:52:00-07:00,8,4,0
2018-05-03T12:52:00-07:00,5,3,33,,2018-05-03T12:52:00-07:00,15,8,0,,2018-05-03T13:00:00-07:00,8,16,4
